,单价,总价,户型,月供,朝向,标题,楼层,装修,面积
1017,33511 元/m²,315万,3室1厅,"
18553元 ",南北,"
      天河南兴花园  精装大3房  进地铁  门口公交总站  ",中层(共18层),精装修,94平方米
1018,32421 元/m²,320万,3室2厅,"
18847元 ",东南,"
      白云保利紫云 精装三房 中层单位 价格可议 随时可看  ",中层(共25层),精装修,98.7平方米
1019,38025 元/m²,308万,3室2厅,"
18141元 ",南北,"
      金丰花园低层正规三房  年前必售盘 年后买不到 抓紧时间  ",低层(共9层),精装修,81平方米
1020,32955 元/m²,290万,3室2厅,"
17080元 ",南,"
      东园小区 首付三十万买 电梯南向三房 省级学位学位 拎包入住  ",中层(共9层),简单装修,88平方米
1021,26966 元/m²,315.5万,3室2厅,"
18582元 ",南北,"
      花都地铁口三房 首付2成过户 带学位  业主急售  价格可议  ",高层(共16层),精装修,117平方米
1022,30384 元/m²,295万,3室2厅,"
17375元 ",东南,"
      降价20万 ！ 东南向 三房两卫  业主急售  ",低层(共33层),豪华装修,97.1平方米
1023,31776 元/m²,300万,3室2厅,"
17669元 ",东南,"
      云山名都百荣园  豪装未住 出国急售  ",低层(共32层),精装修,94.4平方米
1024,33325 元/m²,280万,3室2厅,"
16491元 ",东南,"
      汇海小三房 价格笋 降价出售 产权清晰满二年  ",中层(共26层),精装修,84平方米
1025,34983 元/m²,340万,3室2厅,"
15575元 ",南,"
      江岸花园新上房源 带入户花园 南北对流 精装修 少有户型放盘  ",中层(共33层),精装修,97.2平方米
1026,35862 元/m²,355万,3室2厅,"
16262元 ",东南,"
      东圃金融城旁 菁品园 精装南向三房 高层望花园 诚售 价可谈  ",高层(共25层),精装修,99平方米
1027,30198 元/m²,270万,3室2厅,"
15902元 ",西南,"
      万科四季花城 苑中带苑 一楼前后花城精装三房 仅此一套放盘  ",低层(共6层),精装修,89.4平方米
1028,35366 元/m²,290万,3室2厅,"
17080元 ",北,"
      天河东圃 旭景家园 三房望花园 交通便利 近地铁 可公积金  ",低层(共14层),精装修,82平方米
1029,32687 元/m²,300万,3室2厅,"
17669元 ",南,"
      保利汇海花园 南向看江 精装三房 保养好 业主诚心出售 有K  ",中层(共26层),精装修,91.8平方米
1030,42653 元/m²,418万,3室2厅,"
19149元 ",东北,"
      金融城 美林湖畔四期 电梯高层三房 望杨桃公园景观  ",高层(共24层),简单装修,98平方米
1031,31591 元/m²,278万,3室2厅,"
16374元 ",南北,"
      洛涛南区 温馨三房 一楼带50平方花园 近地铁市场 有匙看房  ",低层(共6层),精装修,88平方米
1032,28155 元/m²,290万,3室2厅,"
17080元 ",南北,"
      远见 丽江华林居 电梯 3房 少放盘 望小区园景 290万  ",中层(共8层),简单装修,103平方米
1033,23256 元/m²,270万,3室2厅,"
15902元 ",南北,"
      自由人花园享广州配套  只需要广州3分一的价格即可拥有  ",中层(共32层),精装修,116.1平方米
1034,29890 元/m²,272万,3室2厅,"
16020元 ",南,"
      旭景家园 南向低总价的南向三房 免装修 中层 急售  ",高层(共15层),精装修,91平方米
1035,44118 元/m²,300万,3室2厅,"
17669元 ",南,"
      五星经纪人推荐 碧桂园一期一楼带花园三房 豪华装修  ",低层(共7层),豪华装修,68平方米
1036,27835 元/m²,270万,3室2厅,"
15902元 ",南北,"
      地铁口 全新装修 南北对流豪装3房 安静望花园 业主急售  ",低层(共28层),豪华装修,97平方米
1037,31313 元/m²,310万,3室2厅,"
18258元 ",南北,"
      洛涛居北区 中层望花园 精装三房带主套 采光通风好 省级学位  ",中层(共6层),精装修,99平方米
1038,38947 元/m²,370万,3室2厅,"
16950元 ",西,"
      广州雅居乐花园新地 3房2卫中层单位 人车分流 有钥匙看房  ",低层(共1层),精装修,95平方米
1039,27526 元/m²,267万,3室2厅,"
15726元 ",南,"
      汇侨新城北区  精装三房  采光充足  户型方正  环境舒适  ",低层(共17层),精装修,97平方米
1040,32796 元/m²,305万,3室2厅,"
17964元 ",东南,"
      VR全景看房 岗顶东园小区 户型方正 东南向单边位仅290万  ",中层(共9层),简单装修,93平方米
1041,32826 元/m²,315万,3室2厅,"
18553元 ",东南,"
      靓房 东南向 中高层 望花园 浔峰岗地铁口 证过两年  ",低层(共32层),精装修,96平方米
1042,22865 元/m²,280万,3室2厅,"
16491元 ",南,"
      豪进山湖珺璟 全新豪装三房 耳目一新 户型方正 南北对流  ",低层(共20层),精装修,122.5平方米
1043,41398 元/m²,385万,3室2厅,"
17637元 ",东北,"
      岭南新世界带入户花园三房放卖 过五唯一 方便看房  ",低层(共11层),精装修,93平方米
1044,27230 元/m²,315万,3室2厅,"
18553元 ",南,"
      利海托斯卡纳 全景看房 三阳台设计 户型方正 南向安静望花园  ",中层(共13层),精装修,115.7平方米
1045,31765 元/m²,270万,3室2厅,"
15902元 ",南,"
      天河 东圃广场 三房实图实价 业主精装修 诚心出售  ",高层(共18层),精装修,85平方米
1046,27523 元/m²,300万,3室2厅,"
17669元 ",南,"
      急售（猎德花园）总价低，产权清晰，可议价，近地铁，配套齐  ",中层(共36层),精装修,109平方米
1047,41186 元/m²,400万,3室2厅,"
18324元 ",东南,"
      远洋天骄 现在是业主亲戚住 因业主急用钱降价急售 随时可看  ",低层(共26层),精装修,97.1平方米
1048,27728 元/m²,310万,3室2厅,"
18258元 ",东南,"
      海滨花园 中层精装112方大三房 产权清晰近地铁仅售310万  ",低层(共8层),精装修,111.8平方米
1049,31140 元/m²,275万,3室2厅,"
16197元 ",南北,"
      汇海花园 带家私家具出售 保养好错过 只能等金融风暴  ",中层(共26层),精装修,88.3平方米
1050,37500 元/m²,300万,3室2厅,"
17669元 ",北,"
      逸景翠园 新一期高层小三房，业主已买到佛山，致电立减10万。  ",低层(共28层),精装修,80平方米
1051,25812 元/m²,302万,3室2厅,"
17787元 ",南,"
      广州碧桂园 南向T单位 117平方带大露台 仅售302万  ",高层(共7层),精装修,117平方米
1052,27184 元/m²,280万,3室2厅,"
16491元 ",东南,"
      广州碧桂园 东南向3房 全新装修业主仅售280万 家私家电  ",中层(共6层),简单装修,103平方米
1053,60383 元/m²,590万,3室2厅,"
27028元 ",东北,"
      真盘实价 侨林苑三房带主套 证过五年 仅售590万 华阳学位  ",低层(共28层),简单装修,97.7平方米
1054,30000 元/m²,300万,3室2厅,"
17669元 ",南,"
      BRT旁 金碧世纪 精装南向三房 通风采光好 仅售300万  ",中层(共17层),豪华装修,100平方米
1055,21119 元/m²,288万,3室2厅,"
16963元 ",南北,"
      翡翠绿洲136方南北对流大三房 满两年 格局方正 装修任你定  ",低层(共25层),毛坯,136.4平方米
1056,31308 元/m²,305万,3室2厅,"
17964元 ",东南,"
      星海安静3房 总价低 刚需置业 好选择  ",低层(共26层),精装修,97.4平方米
1057,34866 元/m²,320万,3室2厅,"
18847元 ",东南,"
      保利汇海花园 交通便利 全新未住 经典户型 刚需3房 过两年  ",中层(共26层),精装修,91.8平方米
1058,28131 元/m²,301万,3室2厅,"
17728元 ",东北,"
      广州碧桂园 大三房带标窗 望花园中间楼层 业主诚心出售价可谈  ",中层(共6层),精装修,107平方米
1059,32615 元/m²,315万,3室2厅,"
18553元 ",南北,"
      7米大阳台  约9成实用率  南北对流  采光通风极好  ",中层(共11层),精装修,96.6平方米
1060,31706 元/m²,280万,3室2厅,"
16491元 ",东南,"
      保利汇海花园 南向看花园 中高楼层保养好 实用小三房 有K  ",低层(共26层),精装修,88.3平方米
1061,7609 元/m²,70万,3室2厅,"
3206元 ",南,"
      玉树新村 低于市场价大甩卖 精装3房 近地铁 产权清晰  ",低层(共10层),精装修,92平方米
1062,26667 元/m²,280万,3室2厅,"
16491元 ",南,"
      物业 随时方便 全南户型 望祈福全景 三房靓盘  ",低层(共33层),简单装修,105平方米
1063,37634 元/m²,390万,3室2厅,"
17866元 ",东南,"
      御金沙少见一楼带花园自住三房390万！养花弄草 修身养性！  ",低层(共25层),精装修,103.6平方米
1064,37222 元/m²,335万,3室2厅,"
15346元 ",南北,"
      再降20万 盈彩美居 南北对流精装三房 双地铁  ",低层(共18层),豪华装修,90平方米
1065,27360 元/m²,300万,3室1厅,"
17669元 ",南,"
      房主出售星力时代豪庭精装修110平 送超大阳台，潜力超大  ",低层(共33层),精装修,109.7平方米
1066,25053 元/m²,238万,3室2厅,"
14018元 ",南,"
      锦绣生态园 园中南向3房 近门口 中层采光好 过五省税  ",低层(共6层),简单装修,95平方米
1067,34068 元/m²,300万,3室2厅,"
17669元 ",南,"
      万科新里程 南向精装三房 满五年 税费少 近地铁 诚心出售  ",高层(共18层),精装修,88.1平方米
1068,31868 元/m²,290万,3室2厅,"
17080元 ",南,"
      洛溪 洛涛南区 大三房带主套 望花园中心 安静 总价低  ",中层(共6层),精装修,91平方米
1069,36320 元/m²,300万,3室2厅,"
17669元 ",北,"
      万科金色悦府电梯三房 双地铁 楼龄新 低总价全小区仅有  ",中层(共31层),精装修,82.6平方米
1070,38082 元/m²,278万,3室2厅,"
16374元 ",南,"
      全明屋 婚房标配 户型不用说看了你定喜欢 逸景翠园  ",中层(共13层),精装修,73平方米
1071,47475 元/m²,470万,3室2厅,"
21531元 ",东南,"
      天河东圃 菁品园 高层南向三房 业主移民诚售 看房方便  ",高层(共25层),精装修,99平方米
1072,34048 元/m²,300万,3室2厅,"
17669元 ",东南,"
      实拍 万科新里程 南向实用三房 安静采光通风好 近地铁  ",低层(共18层),精装修,88.1平方米
1073,38356 元/m²,280万,3室1厅,"
16491元 ",南,"
      东园小区 天河市中心 刚需小三房 带靓装 正南向 面积实用  ",中层(共9层),精装修,73平方米
1074,30978 元/m²,285万,3室2厅,"
16786元 ",东南,"
      东晓南2号线 晓港湾  电梯三房 价钱便宜 业主急售  ",中层(共9层),精装修,92平方米
1075,50000 元/m²,285万,3室1厅,"
16786元 ",南北,"
      华工校内南秀村 实用3房 南北对流 送杂物间 产权清晰  ",低层(共5层),简单装修,57平方米
1076,30434 元/m²,295万,3室2厅,"
17375元 ",东南,"
      保利江岸花园 方正三房 业主诚心出售  ",中层(共32层),精装修,96.9平方米
1077,30261 元/m²,305万,3室2厅,"
17964元 ",东南,"
      万科东荟城 新收全新未入住南向3房 超笋价格急售 腾资金  ",中层(共33层),精装修,100.8平方米
1078,42571 元/m²,298万,3室2厅,"
17552元 ",东南,"
      中山四路榨粉街大院中层3房带主套 配套齐全近地铁 住家*  ",中层(共9层),精装修,70平方米
1079,26788 元/m²,270万,3室2厅,"
15902元 ",南,"
      万科东荟城 大3房 位置安静 证满两年  ",中层(共32层),精装修,100.8平方米
1080,26531 元/m²,260万,3室2厅,"
15313元 ",南,"
      金沙洲中海开发，金沙湾，满二无重税高层望江，有钥匙来电可看房  ",中层(共28层),精装修,98平方米
1081,28902 元/m²,282万,3室2厅,"
16609元 ",东南,"
      东港花园 带学位 配套成熟 交通便利 来电享优惠！  ",中层(共28层),精装修,97.6平方米
1082,33325 元/m²,280万,3室2厅,"
16491元 ",东,"
      地铁口 首付70万 买三房  满2年 税费少  ",中层(共27层),豪华装修,84平方米
1083,29701 元/m²,290万,3室2厅,"
17080元 ",南,"
      深业江悦湾 中层三房两卫 毛坯 证满两年 有钥匙看房  ",低层(共26层),毛坯,97.6平方米
1084,28293 元/m²,290万,3室2厅,"
17080元 ",东南,"
      新收华苑大三房 装修不到两年 为学位急抛售 290万  ",高层(共7层),精装修,102.5平方米
1085,34773 元/m²,260万,2室2厅,"
15313元 ",北,"
      东港花园 精装两房带平台 南北对流 干净舒适 近地铁 读名校  ",低层(共17层),精装修,74.8平方米
1086,30551 元/m²,295万,3室2厅,"
17375元 ",西南,"
      急售星海3房 高实用率 南北通透户型好 过二年税费少  ",低层(共27层),精装修,96.6平方米
1087,28000 元/m²,280万,3室2厅,"
16491元 ",南,"
      汇侨新城厅出阳台电梯三房 百信广场大型商圈 配套齐全  ",中层(共16层),精装修,100平方米
1088,22584 元/m²,280万,3室2厅,"
16491元 ",南北,"
      金州中心南北对流双阳台大三房带装修家私家电  ",高层(共24层),精装修,124平方米
1089,31111 元/m²,280万,3室2厅,"
16491元 ",南,"
      侨诚花园  电梯中层三房纯南向 双卫满五年急售280万  ",中层(共9层),简单装修,90平方米
1090,30111 元/m²,275万,3室2厅,"
16197元 ",东南,"
      深业江悦湾 精装三房 南向望江 业主诚售  ",高层(共26层),精装修,91.3平方米
1091,25736 元/m²,250万,3室2厅,"
14724元 ",西南,"
      鑫隆世家 中间楼层 温馨三房 带精装修出售 业主诚心放卖！  ",低层(共18层),精装修,97.1平方米
1092,17643 元/m²,168万,3室2厅,"
9895元 ",南,"
      省级学位房（万科里享家）可议价，地段好，产权清晰，近地铁，  ",中层(共32层),精装修,95.2平方米
1093,31179 元/m²,275万,3室2厅,"
16197元 ",南,"
      广州奥林匹克花园 电梯南向三房 安静望花园 人车分流 带学位  ",低层(共11层),豪华装修,88.2平方米
1094,31931 元/m²,258万,3室1厅,"
15196元 ",南,"
      同德围 富林居 电梯3房 南向厅出阳台，学位无占用，方便看房  ",低层(共9层),精装修,80.8平方米
1095,25243 元/m²,260万,3室1厅,"
15313元 ",西北,"
      云山居 白云山脚下 业主急售 降价50万  先到先得  ",低层(共5层),简单装修,103平方米
1096,23345 元/m²,250万,3室2厅,"
14724元 ",东南,"
      凤凰城凤锦苑 豪华三房 价格可谈  ",中层(共24层),豪华装修,107.1平方米
1097,30202 元/m²,299万,3室2厅,"
17611元 ",东,"
      旭景家园 三房两厅 东向 高层视野开阔 景观房 舒适度高  ",高层(共15层),简单装修,99平方米
1098,31972 元/m²,288万,3室2厅,"
16963元 ",东南,"
      实拍 万科新里程 东南向三房 户型好直出阳台 业主急需换房  ",低层(共25层),精装修,90.1平方米
1099,26581 元/m²,240万,3室2厅,"
14135元 ",南,"
      香雪地铁站，学位未被占用，税费少可做低首付，保利罗兰国际  ",中层(共30层),精装修,90.3平方米
1100,28513 元/m²,280万,3室2厅,"
16491元 ",西南,"
      万科 精装复式三房 南北通透 双地铁旁 省级教育 单合同  ",低层(共34层),精装修,98.2平方米
1101,26000 元/m²,299万,3室2厅,"
17611元 ",东南,"
      东圃 天雅居三房 黄村4号线 配套成熟 交通便利 居民素质高  ",高层(共13层),精装修,115平方米
