,设备号,统计时间,用户号,频道,回看开始时间,回看结束时间,回看时长.时.,新回看时长
4879,10191,20170921,10979,中央1台-高清,2017-09-21 16:49:50,2017-09-21 17:16:34,0.4456,1604.0
4880,10191,20170921,10979,中央1台-高清,2017-09-21 17:16:33,2017-09-21 17:50:48,0.5708,2055.0
4881,10191,20170921,10979,中央1台-高清,2017-09-21 16:09:29,2017-09-21 16:49:51,0.6728,2422.0
4882,10191,20170921,10979,中央1台-高清,2017-09-21 15:28:36,2017-09-21 16:09:31,0.1586,2455.0
4884,10191,20170922,10979,中央1台-高清,2017-09-22 14:16:39,2017-09-22 14:58:25,0.6961,2506.0
4885,10191,20170922,10979,中央1台-高清,2017-09-22 15:01:08,2017-09-22 15:04:30,0.0561,202.0
4886,10191,20170922,10979,中央1台-高清,2017-09-22 14:58:24,2017-09-22 15:01:02,0.0439,158.0
4887,10191,20170923,10979,中央1台-高清,2017-09-23 15:49:27,2017-09-23 16:30:08,0.5022,2441.0
4889,10191,20170924,10979,中央1台-高清,2017-09-24 16:45:12,2017-09-24 17:26:26,0.6872,2474.0
4890,10191,20170926,10979,东方卫视-高清,2017-09-26 20:14:07,2017-09-26 21:01:11,0.7844,2824.0
4891,10191,20170927,10979,中央1台-高清,2017-09-27 17:48:07,2017-09-27 18:14:30,0.2417,1583.0
4893,10191,20170929,10979,中央1台-高清,2017-09-29 16:39:10,2017-09-29 17:18:36,0.6572,2366.0
4894,10191,20170930,10979,中央1台-高清,2017-09-30 15:22:58,2017-09-30 16:07:16,0.1211,2658.0
4896,10195,20170703,11222,翡翠台,2017-07-03 18:34:02,2017-07-03 18:58:29,0.4075,1467.0
4897,10195,20170703,11222,翡翠台,2017-07-03 14:09:56,2017-07-03 14:22:40,0.2122,764.0
4898,10195,20170703,11222,翡翠台,2017-07-03 11:48:01,2017-07-03 11:52:13,0.07,252.0
4899,10195,20170705,11222,翡翠台,2017-07-05 14:53:03,2017-07-05 14:54:57,0.0317,114.0
4900,10195,20170705,11222,翡翠台,2017-07-05 11:18:01,2017-07-05 13:29:49,1.4969,7908.0
4902,10195,20170705,11222,翡翠台,2017-07-05 10:39:23,2017-07-05 11:18:02,0.6442,2319.0
4903,10195,20170707,11222,北京卫视-高清,2017-07-07 18:53:49,2017-07-07 19:08:30,0.2447,881.0
4904,10195,20170707,11222,北京卫视-高清,2017-07-07 19:47:58,2017-07-07 20:27:42,0.4617,2384.0
4906,10195,20170707,11222,北京卫视-高清,2017-07-07 19:09:15,2017-07-07 19:47:34,0.6386,2299.0
4907,10195,20170709,11222,翡翠台,2017-07-09 10:22:13,2017-07-09 10:35:10,0.2158,777.0
4908,10195,20170713,11222,翡翠台,2017-07-13 10:44:41,2017-07-13 11:33:53,0.82,2952.0
4909,10195,20170717,11222,翡翠台,2017-07-17 10:06:55,2017-07-17 11:26:24,1.3247,4769.0
4910,10195,20170718,11222,北京卫视-高清,2017-07-18 12:02:25,2017-07-18 12:42:50,0.6736,2425.0
4911,10195,20170718,11222,北京卫视-高清,2017-07-18 10:48:55,2017-07-18 12:02:18,0.0383,4403.0
4913,10195,20170719,11222,北京卫视-高清,2017-07-19 12:57:01,2017-07-19 13:13:40,0.2775,999.0
4914,10195,20170719,11222,北京卫视-高清,2017-07-19 11:03:49,2017-07-19 12:56:16,0.9378,6747.0
4916,10195,20170719,11222,北京卫视-高清,2017-07-19 10:23:54,2017-07-19 11:03:43,0.6636,2389.0
4917,10195,20170720,11222,北京卫视-高清,2017-07-20 11:22:54,2017-07-20 11:31:55,0.1503,541.0
4918,10195,20170720,11222,北京卫视-高清,2017-07-20 10:58:48,2017-07-20 11:22:48,0.4,1440.0
4919,10195,20170720,11222,翡翠台,2017-07-20 13:02:33,2017-07-20 13:42:51,0.6717,2418.0
4920,10195,20170720,11222,北京卫视-高清,2017-07-20 11:32:03,2017-07-20 11:56:59,0.4156,1496.0
4921,10195,20170720,11222,北京卫视-高清,2017-07-20 12:02:25,2017-07-20 12:04:27,0.0339,122.0
4922,10195,20170720,11222,北京卫视-高清,2017-07-20 11:57:05,2017-07-20 12:01:09,0.0192,244.0
4924,10195,20170720,11222,北京卫视-高清,2017-07-20 12:01:16,2017-07-20 12:02:19,0.0175,63.0
4925,10195,20170720,11222,北京卫视-高清,2017-07-20 12:04:34,2017-07-20 13:01:48,0.9539,3434.0
4926,10195,20170721,11222,东方卫视-高清,2017-07-21 15:35:03,2017-07-21 15:36:22,0.0219,79.0
4927,10195,20170721,11222,翡翠台,2017-07-21 13:35:20,2017-07-21 13:36:38,0.0217,78.0
4928,10195,20170721,11222,翡翠台,2017-07-21 11:54:44,2017-07-21 12:34:08,0.5689,2364.0
4930,10195,20170721,11222,翡翠台,2017-07-21 11:33:04,2017-07-21 11:54:45,0.3614,1301.0
4931,10195,20170721,11222,翡翠台,2017-07-21 10:53:04,2017-07-21 11:33:05,0.6669,2401.0
4932,10195,20170721,11222,北京卫视-高清,2017-07-21 00:17:04,2017-07-21 00:56:32,0.6578,2368.0
4933,10195,20170721,11222,北京卫视-高清,2017-07-21 00:57:09,2017-07-21 01:38:25,0.6878,2476.0
4934,10195,20170722,11222,翡翠台,2017-07-22 11:44:45,2017-07-22 13:20:57,1.3492,5772.0
4936,10195,20170722,11222,翡翠台,2017-07-22 11:01:12,2017-07-22 11:44:36,0.7233,2604.0
4937,10195,20170722,11222,翡翠台,2017-07-22 10:22:53,2017-07-22 11:01:14,0.6392,2301.0
4938,10195,20170723,11222,翡翠台,2017-07-23 10:38:06,2017-07-23 10:39:18,0.02,72.0
4939,10195,20170723,11222,翡翠台,2017-07-23 10:39:27,2017-07-23 20:34:01,0.5669,35674.0
4945,10195,20170725,11222,翡翠台,2017-07-25 10:27:45,2017-07-25 10:48:46,0.3503,1261.0
4946,10195,20170725,11222,翡翠台,2017-07-25 10:48:45,2017-07-25 11:09:18,0.3425,1233.0
4947,10195,20170725,11222,翡翠台,2017-07-25 10:26:29,2017-07-25 10:27:39,0.0194,70.0
4948,10195,20170726,11222,翡翠台,2017-07-26 10:43:02,2017-07-26 18:06:48,0.1133,26626.0
4953,10195,20170727,11222,翡翠台,2017-07-27 10:42:24,2017-07-27 11:05:30,0.385,1386.0
4954,10195,20170728,11222,翡翠台,2017-07-28 09:58:47,2017-07-28 21:34:38,1.5772,41751.0
4961,10195,20170729,11222,翡翠台,2017-07-29 11:25:08,2017-07-29 11:52:09,0.4503,1621.0
4962,10195,20170729,11222,翡翠台,2017-07-29 10:41:13,2017-07-29 11:02:22,0.3525,1269.0
4963,10195,20170729,11222,翡翠台,2017-07-29 11:02:35,2017-07-29 11:25:09,0.3761,1354.0
4964,10195,20170730,11222,翡翠台,2017-07-30 10:41:29,2017-07-30 10:53:56,0.2075,747.0
4965,10195,20170730,11222,翡翠台,2017-07-30 10:53:55,2017-07-30 11:27:18,0.5564,2003.0
4966,10195,20170801,11222,翡翠台,2017-08-01 16:24:59,2017-08-01 16:26:10,0.0197,71.0
4967,10195,20170801,11222,翡翠台,2017-08-01 13:57:14,2017-08-01 14:17:28,0.2911,1214.0
4969,10195,20170801,11222,翡翠台,2017-08-01 12:14:12,2017-08-01 12:38:41,0.4081,1469.0
4970,10195,20170801,11222,翡翠台,2017-08-01 12:10:24,2017-08-01 12:12:41,0.0381,137.0
4971,10195,20170802,11222,翡翠台,2017-08-02 10:27:30,2017-08-02 11:16:43,0.8203,2953.0
4972,10195,20170802,11222,翡翠台,2017-08-02 11:17:14,2017-08-02 11:42:04,0.4139,1490.0
4973,10195,20170803,11222,翡翠台,2017-08-03 10:44:48,2017-08-03 12:14:46,0.2461,5398.0
4975,10195,20170804,11222,翡翠台,2017-08-04 09:43:35,2017-08-04 10:02:12,0.0367,1117.0
4977,10195,20170804,11222,翡翠台,2017-08-04 09:22:58,2017-08-04 09:43:36,0.3439,1238.0
4978,10195,20170816,11222,翡翠台,2017-08-16 09:59:23,2017-08-16 10:42:08,0.7022,2565.0
4980,10195,20170816,11222,翡翠台,2017-08-16 10:42:06,2017-08-16 11:31:02,0.8156,2936.0
4981,10195,20170816,11222,翡翠台,2017-08-16 11:31:01,2017-08-16 12:02:18,0.0383,1877.0
4983,10195,20170818,11222,翡翠台,2017-08-18 14:14:15,2017-08-18 14:55:53,0.6939,2498.0
4984,10195,20170825,11222,翡翠台,2017-08-25 10:54:38,2017-08-25 11:39:35,0.7492,2697.0
4985,10195,20170825,11222,翡翠台,2017-08-25 11:39:34,2017-08-25 21:37:05,1.6181,35851.0
4991,10195,20170829,11222,翡翠台,2017-08-29 19:17:31,2017-08-29 20:02:30,0.0417,2699.0
4993,10195,20170829,11222,翡翠台,2017-08-29 10:22:19,2017-08-29 10:50:12,0.4647,1673.0
4994,10195,20170829,11222,翡翠台,2017-08-29 10:50:12,2017-08-29 11:14:14,0.4006,1442.0
4995,10195,20170829,11222,翡翠台,2017-08-29 11:14:13,2017-08-29 18:59:22,0.9894,27909.0
5000,10195,20170830,11222,翡翠台,2017-08-30 10:30:55,2017-08-30 10:52:43,0.3633,1308.0
5001,10195,20170901,11222,翡翠台,2017-09-01 13:50:43,2017-09-01 14:34:36,0.5767,2633.0
5003,10195,20170901,11222,翡翠台,2017-09-01 12:12:29,2017-09-01 13:02:59,0.8417,3030.0
5004,10195,20170901,11222,翡翠台,2017-09-01 11:51:17,2017-09-01 12:12:30,0.2083,1273.0
5006,10195,20170901,11222,翡翠台,2017-09-01 13:07:48,2017-09-01 13:50:43,0.7153,2575.0
5007,10195,20170902,11222,翡翠台,2017-09-02 13:27:26,2017-09-02 13:50:39,0.3869,1393.0
5008,10195,20170902,11222,翡翠台,2017-09-02 13:26:07,2017-09-02 13:27:27,0.0222,80.0
5009,10195,20170902,11222,翡翠台,2017-09-02 10:27:26,2017-09-02 11:01:28,0.5672,2042.0
5010,10195,20170903,11222,翡翠台,2017-09-03 20:09:11,2017-09-03 20:18:22,0.1531,551.0
5011,10195,20170903,11222,翡翠台,2017-09-03 20:18:22,2017-09-03 20:28:56,0.1761,634.0
5012,10195,20170903,11222,翡翠台,2017-09-03 19:58:05,2017-09-03 20:09:11,0.1531,666.0
5014,10195,20170905,11222,翡翠台,2017-09-05 12:12:04,2017-09-05 12:15:19,0.0542,195.0
5015,10195,20170905,11222,翡翠台,2017-09-05 10:10:37,2017-09-05 10:33:06,0.3747,1349.0
5016,10195,20170905,11222,翡翠台,2017-09-05 09:48:09,2017-09-05 10:10:38,0.1772,1349.0
5018,10195,20170905,11222,翡翠台,2017-09-05 09:20:50,2017-09-05 09:48:09,0.4553,1639.0
5019,10195,20170906,11222,翡翠台,2017-09-06 09:22:54,2017-09-06 09:31:35,0.1447,521.0
5020,10195,20170906,11222,翡翠台,2017-09-06 08:36:39,2017-09-06 09:22:55,0.7711,2776.0
5021,10195,20170907,11222,翡翠台,2017-09-07 18:49:23,2017-09-07 18:52:38,0.0542,195.0
5022,10195,20170907,11222,翡翠台,2017-09-07 13:08:00,2017-09-07 13:50:28,0.7078,2548.0
5023,10195,20170909,11222,翡翠台,2017-09-09 11:51:52,2017-09-09 12:01:17,0.0214,565.0
5025,10195,20170911,11222,翡翠台,2017-09-11 08:59:57,2017-09-11 09:22:11,0.3706,1334.0
5026,10195,20170911,11222,翡翠台,2017-09-11 08:39:28,2017-09-11 08:59:58,0.3417,1230.0
5027,10195,20170912,11222,翡翠台,2017-09-12 19:33:20,2017-09-12 19:48:28,0.2522,908.0
5028,10195,20170913,11222,翡翠台,2017-09-12 19:48:42,2017-09-13 08:25:36,2.0,45414.0
5032,10195,20170913,11222,翡翠台,2017-09-13 14:31:14,2017-09-13 14:53:58,0.3789,1364.0
5033,10195,20170913,11222,翡翠台,2017-09-13 14:10:02,2017-09-13 14:31:14,0.3533,1272.0
5034,10195,20170913,11222,翡翠台,2017-09-13 12:53:18,2017-09-13 13:17:28,0.4028,1450.0
5035,10195,20170913,11222,翡翠台,2017-09-13 12:51:48,2017-09-13 12:53:19,0.0253,91.0
5036,10195,20170913,11222,翡翠台,2017-09-13 08:56:32,2017-09-13 09:08:45,0.2036,733.0
5037,10195,20170913,11222,翡翠台,2017-09-13 08:26:06,2017-09-13 08:56:34,0.5078,1828.0
5042,10195,20170914,11222,翡翠台,2017-09-14 11:43:08,2017-09-14 13:50:45,1.8458,7657.0
5044,10195,20170914,11222,翡翠台,2017-09-14 08:43:33,2017-09-14 09:15:41,0.5356,1928.0
5045,10195,20170914,11222,翡翠台,2017-09-14 08:32:49,2017-09-14 08:43:34,0.1792,645.0
5046,10195,20170915,11222,翡翠台,2017-09-15 18:58:58,2017-09-15 19:03:45,0.0797,287.0
5047,10195,20170916,11222,翡翠台,2017-09-16 10:02:11,2017-09-16 10:24:15,0.3678,1324.0
5048,10195,20170917,11222,翡翠台,2017-09-17 17:43:30,2017-09-17 18:38:11,0.6364,3281.0
5050,10195,20170917,11222,翡翠台,2017-09-17 17:11:55,2017-09-17 17:43:31,0.5267,1896.0
5051,10195,20170919,11222,翡翠台,2017-09-19 13:35:24,2017-09-19 13:38:17,0.0481,173.0
5052,10195,20170919,11222,翡翠台,2017-09-19 14:05:05,2017-09-19 14:33:20,0.4708,1695.0
5053,10195,20170919,11222,翡翠台,2017-09-19 13:38:15,2017-09-19 14:05:05,0.0847,1610.0
5055,10195,20170919,11222,翡翠台,2017-09-19 13:13:31,2017-09-19 13:35:26,0.3653,1315.0
5056,10195,20170919,11222,翡翠台,2017-09-19 09:47:28,2017-09-19 13:13:17,1.2214,12349.0
5059,10195,20170919,11222,翡翠台,2017-09-19 09:15:08,2017-09-19 09:47:29,0.5392,1941.0
5060,10195,20170919,11222,翡翠台,2017-09-19 08:32:23,2017-09-19 09:15:09,0.7128,2566.0
5061,10195,20170923,11222,翡翠台,2017-09-23 09:58:49,2017-09-23 10:11:01,0.1836,732.0
5063,10195,20170923,11222,翡翠台,2017-09-23 10:34:00,2017-09-23 10:42:51,0.1475,531.0
5064,10195,20170923,11222,翡翠台,2017-09-23 10:23:11,2017-09-23 10:33:49,0.1772,638.0
5065,10195,20170923,11222,翡翠台,2017-09-23 10:11:08,2017-09-23 10:23:03,0.1986,715.0
5066,10195,20170924,11222,翡翠台,2017-09-24 18:55:34,2017-09-24 19:00:43,0.0858,309.0
5067,10195,20170924,11222,翡翠台,2017-09-24 18:04:03,2017-09-24 18:55:35,0.8589,3092.0
5068,10195,20170925,11222,翡翠台,2017-09-25 16:40:22,2017-09-25 17:55:43,1.2558,4521.0
5069,10195,20170925,11222,翡翠台,2017-09-25 19:01:15,2017-09-25 20:20:40,0.3444,4765.0
5071,10195,20170925,11222,翡翠台,2017-09-25 17:59:54,2017-09-25 19:01:11,1.0197,3677.0
5073,10195,20170925,11222,翡翠台,2017-09-25 17:55:44,2017-09-25 17:59:55,0.0697,251.0
5074,10195,20170925,11222,翡翠台,2017-09-25 15:29:54,2017-09-25 16:40:22,0.6728,4228.0
5076,10195,20170925,11222,翡翠台,2017-09-25 13:59:18,2017-09-25 14:53:05,0.8847,3227.0
5078,10195,20170925,11222,翡翠台,2017-09-25 13:26:37,2017-09-25 13:39:26,0.2136,769.0
5079,10195,20170925,11222,翡翠台,2017-09-25 13:39:36,2017-09-25 13:59:19,0.3286,1183.0
5080,10195,20170925,11222,翡翠台,2017-09-25 14:53:04,2017-09-25 15:29:43,0.6108,2199.0
5081,10195,20170925,11222,翡翠台,2017-09-25 13:16:58,2017-09-25 13:26:38,0.1611,580.0
5082,10195,20170927,11222,翡翠台,2017-09-27 19:44:16,2017-09-27 20:00:13,0.0036,957.0
5084,10195,20170927,11222,翡翠台,2017-09-27 09:42:29,2017-09-27 10:02:42,0.045,1213.0
5086,10195,20170927,11222,翡翠台,2017-09-27 08:54:55,2017-09-27 09:42:21,0.7906,2846.0
5087,10195,20170928,11222,翡翠台,2017-09-28 16:34:07,2017-09-28 16:47:19,0.22,792.0
5088,10195,20170928,11222,翡翠台,2017-09-28 15:31:04,2017-09-28 16:34:08,0.5689,3784.0
5090,10195,20170928,11222,翡翠台,2017-09-28 15:28:10,2017-09-28 15:31:05,0.0486,175.0
5091,10195,20170928,11222,翡翠台,2017-09-28 16:47:18,2017-09-28 18:41:53,0.6981,6875.0
5093,10195,20170928,11222,翡翠台,2017-09-28 09:45:27,2017-09-28 10:07:41,0.1281,1334.0
5095,10195,20170928,11222,翡翠台,2017-09-28 09:35:02,2017-09-28 09:45:28,0.1739,626.0
5096,10195,20170928,11222,翡翠台,2017-09-28 09:15:13,2017-09-28 09:35:03,0.3306,1190.0
5097,10195,20170929,11222,翡翠台,2017-09-29 11:06:43,2017-09-29 19:26:10,1.4361,29967.0
5102,10195,20170930,11222,翡翠台,2017-09-30 15:35:33,2017-09-30 16:01:34,0.0261,1561.0
5104,10195,20170930,11222,翡翠台,2017-09-30 15:10:30,2017-09-30 15:35:34,0.4178,1504.0
5105,10195,20170930,11222,翡翠台,2017-09-30 16:01:33,2017-09-30 18:14:45,0.2458,7992.0
5107,10197,20170703,10350,湖南卫视-高清,2017-07-03 20:38:10,2017-07-03 22:12:06,0.2017,5636.0
5109,10197,20170706,10350,湖南卫视-高清,2017-07-05 23:44:58,2017-07-06 00:04:56,0.2506,1198.0
5111,10197,20170708,10350,北京卫视-高清,2017-07-08 01:10:52,2017-07-08 01:14:45,0.0647,233.0
5112,10197,20170708,10350,北京卫视-高清,2017-07-08 00:55:52,2017-07-08 01:03:21,0.1247,449.0
5113,10197,20170708,10350,北京卫视-高清,2017-07-08 00:52:39,2017-07-08 00:54:25,0.0294,106.0
5114,10197,20170708,10350,北京卫视-高清,2017-07-08 01:03:20,2017-07-08 01:10:53,0.1258,453.0
5115,10197,20170708,10350,北京卫视-高清,2017-07-08 00:54:32,2017-07-08 00:55:34,0.0172,62.0
5116,10197,20170708,10350,北京卫视-高清,2017-07-08 00:35:22,2017-07-08 00:40:05,0.0786,283.0
5117,10197,20170708,10350,北京卫视-高清,2017-07-08 00:40:12,2017-07-08 00:52:32,0.2056,740.0
5118,10197,20170708,10350,北京卫视-高清,2017-07-08 00:11:32,2017-07-08 00:35:15,0.3953,1423.0
5119,10197,20170708,10350,北京卫视-高清,2017-07-07 23:59:00,2017-07-08 00:01:03,0.0167,123.0
5121,10197,20170708,10350,北京卫视-高清,2017-07-08 00:01:10,2017-07-08 00:11:33,0.1731,623.0
5122,10197,20170711,10350,湖南卫视-高清,2017-07-11 22:35:46,2017-07-11 23:17:32,0.6961,2506.0
5123,10197,20170712,10350,东方卫视-高清,2017-07-12 21:03:32,2017-07-12 21:39:12,0.5944,2140.0
5124,10197,20170712,10350,东方卫视-高清,2017-07-12 21:39:11,2017-07-12 21:55:33,0.2728,982.0
5125,10197,20170713,10350,湖南卫视-高清,2017-07-13 23:42:24,2017-07-13 23:45:20,0.0489,176.0
5126,10197,20170713,10350,湖南卫视-高清,2017-07-13 23:24:39,2017-07-13 23:42:25,0.2961,1066.0
5127,10197,20170713,10350,东方卫视-高清,2017-07-13 22:37:12,2017-07-13 23:17:07,0.6653,2395.0
5128,10197,20170713,10350,东方卫视-高清,2017-07-13 23:17:14,2017-07-13 23:24:40,0.1239,446.0
5129,10197,20170714,10350,湖南卫视-高清,2017-07-14 00:36:49,2017-07-14 00:39:28,0.0442,159.0
5130,10197,20170714,10350,湖南卫视-高清,2017-07-14 00:32:50,2017-07-14 00:36:28,0.0606,218.0
5131,10197,20170714,10350,湖南卫视-高清,2017-07-14 00:02:02,2017-07-14 00:13:41,0.1942,699.0
5132,10197,20170714,10350,湖南卫视-高清,2017-07-14 00:13:40,2017-07-14 00:16:09,0.0414,149.0
5133,10197,20170714,10350,湖南卫视-高清,2017-07-14 00:16:35,2017-07-14 00:18:40,0.0347,125.0
5134,10197,20170714,10350,湖南卫视-高清,2017-07-13 23:45:19,2017-07-14 00:02:03,0.2447,1004.0
5136,10197,20170715,10350,东方卫视-高清,2017-07-15 00:25:10,2017-07-15 00:47:10,0.3667,1320.0
5137,10197,20170715,10350,东方卫视-高清,2017-07-14 23:52:50,2017-07-15 00:25:11,0.1194,1941.0
5139,10197,20170717,10350,湖南卫视-高清,2017-07-17 22:03:12,2017-07-17 22:09:28,0.1044,376.0
5140,10197,20170717,10350,东方卫视-高清,2017-07-17 22:50:15,2017-07-17 22:53:34,0.0553,199.0
5141,10197,20170719,10350,湖南卫视-高清,2017-07-19 20:27:03,2017-07-19 20:53:47,0.4456,1604.0
5142,10197,20170721,10350,湖南卫视-高清,2017-07-20 23:49:31,2017-07-21 00:11:47,0.1747,1336.0
5144,10197,20170801,10350,湖南卫视-高清,2017-08-01 23:16:39,2017-08-01 23:20:40,0.0669,241.0
5145,10197,20170801,10350,湖南卫视-高清,2017-08-01 23:20:39,2017-08-01 23:34:59,0.2389,860.0
5146,10197,20170802,10350,湖南卫视-高清,2017-08-01 23:34:58,2017-08-02 00:05:06,0.4172,1808.0
5148,10197,20170804,10350,东方卫视-高清,2017-08-04 21:25:09,2017-08-04 22:16:29,0.2747,3080.0
5150,10197,20170805,10350,东方卫视-高清,2017-08-05 22:08:58,2017-08-05 22:44:38,0.5944,2140.0
5151,10197,20170805,10350,东方卫视-高清,2017-08-05 20:30:12,2017-08-05 22:08:59,0.1497,5927.0
5153,10197,20170806,10350,东方卫视-高清,2017-08-06 21:11:54,2017-08-06 21:28:58,0.2844,1024.0
5154,10197,20170811,10350,东方卫视-高清,2017-08-11 23:46:42,2017-08-11 23:59:46,0.2178,784.0
5158,10197,20170812,10350,东方卫视-高清,2017-08-12 01:03:32,2017-08-12 01:40:25,0.6147,2213.0
5159,10197,20170812,10350,东方卫视-高清,2017-08-12 21:18:37,2017-08-12 22:01:46,0.0294,2589.0
5161,10197,20170812,10350,东方卫视-高清,2017-08-12 22:18:12,2017-08-12 22:30:23,0.2031,731.0
5181,10197,20170814,10350,江苏卫视-高清,2017-08-14 21:44:38,2017-08-14 22:25:03,0.4175,2425.0
5183,10197,20170814,10350,江苏卫视-高清,2017-08-13 23:12:37,2017-08-14 00:04:02,0.7897,3085.0
5196,10197,20170815,10350,江苏卫视-高清,2017-08-15 22:31:32,2017-08-15 22:33:10,0.0272,98.0
5197,10197,20170815,10350,江苏卫视-高清,2017-08-15 21:52:01,2017-08-15 22:30:45,0.5125,2324.0
5211,10197,20170816,10350,江苏卫视-高清,2017-08-16 21:14:43,2017-08-16 21:56:24,0.6947,2501.0
5228,10197,20170818,10350,东方卫视-高清,2017-08-18 22:10:13,2017-08-18 22:49:10,0.6492,2337.0
5236,10197,20170819,10350,东方卫视-高清,2017-08-19 00:39:15,2017-08-19 01:32:33,0.8883,3198.0
5237,10197,20170821,10350,江苏卫视-高清,2017-08-21 01:23:29,2017-08-21 01:34:08,0.1775,639.0
5238,10197,20170821,10350,江苏卫视-高清,2017-08-21 00:55:10,2017-08-21 01:23:22,0.47,1692.0
5239,10197,20170821,10350,江苏卫视-高清,2017-08-21 00:31:17,2017-08-21 00:55:02,0.3958,1425.0
5240,10197,20170821,10350,湖南卫视-高清,2017-08-20 23:23:55,2017-08-21 00:29:54,0.6014,3959.0
5242,10197,20170823,10350,湖南卫视-高清,2017-08-23 23:17:04,2017-08-23 23:18:32,0.0244,88.0
5243,10197,20170824,10350,湖南卫视-高清,2017-08-23 23:20:03,2017-08-24 00:08:56,0.6658,2933.0
5245,10197,20170824,10350,江苏卫视-高清,2017-08-24 00:21:15,2017-08-24 00:22:23,0.0189,68.0
5246,10197,20170824,10350,江苏卫视-高清,2017-08-24 00:08:55,2017-08-24 00:21:15,0.2056,740.0
5247,10197,20170826,10350,东方卫视-高清,2017-08-26 01:00:30,2017-08-26 01:20:23,0.3314,1193.0
5248,10197,20170828,10350,湖南卫视-高清,2017-08-28 22:34:03,2017-08-28 22:56:27,0.3733,1344.0
5249,10197,20170828,10350,湖南卫视-高清,2017-08-28 22:56:43,2017-08-28 23:28:54,0.5364,1931.0
5250,10197,20170828,10350,湖南卫视-高清,2017-08-28 23:29:07,2017-08-28 23:38:06,0.1497,539.0
5251,10197,20170828,10350,湖南卫视-高清,2017-08-28 21:48:46,2017-08-28 22:03:07,0.0519,861.0
5253,10197,20170828,10350,湖南卫视-高清,2017-08-28 22:03:06,2017-08-28 22:33:48,0.5117,1842.0
5254,10197,20170828,10350,湖南卫视-高清,2017-08-28 21:45:42,2017-08-28 21:47:26,0.0289,104.0
5255,10197,20170828,10350,湖南卫视-高清,2017-08-28 21:47:25,2017-08-28 21:48:47,0.0228,82.0
5256,10197,20170829,10350,湖南卫视-高清,2017-08-29 23:06:06,2017-08-29 23:46:14,0.6689,2408.0
5257,10197,20170829,10350,江苏卫视-高清,2017-08-29 23:46:41,2017-08-29 23:53:13,0.1089,392.0
5258,10197,20170829,10350,湖南卫视-高清,2017-08-29 22:27:12,2017-08-29 23:06:00,0.6467,2328.0
5259,10197,20170829,10350,江苏卫视-高清,2017-08-29 00:30:44,2017-08-29 00:39:21,0.1436,517.0
5260,10197,20170829,10350,江苏卫视-高清,2017-08-29 00:09:31,2017-08-29 00:30:45,0.3539,1274.0
5261,10197,20170829,10350,江苏卫视-高清,2017-08-29 00:39:27,2017-08-29 00:47:32,0.1347,485.0
5262,10197,20170829,10350,湖南卫视-高清,2017-08-28 23:38:13,2017-08-29 00:08:51,0.3631,1838.0
