,设备号,统计日期,二级目录,影片名称,观看开始时间,观看结束时间,用户号,观看时长
12179,10408,20170828,精彩点,血染大青山,2017-08-28 10:35:18,2017-08-28 15:13:34,10389,16696.0
12180,10408,20170828,精彩点,血染大青山,2017-08-28 15:13:43,2017-08-28 15:35:35,10389,1312.0
12181,10408,20170907,精彩点,黑土热血,2017-09-07 11:18:12,2017-09-07 11:20:22,10389,130.0
12182,10408,20170922,精彩点,秋收起义,2017-09-22 15:45:51,2017-09-22 18:24:55,10389,9544.0
12183,10411,20170704,精彩点,06月30日 奔跑吧：收官之战！邓超遇王力宏变迷弟,2017-07-04 20:20:34,2017-07-04 20:48:11,11156,1657.0
12184,10411,20170704,精彩点,06月30日 奔跑吧：收官之战！邓超遇王力宏变迷弟,2017-07-04 20:48:09,2017-07-04 21:44:22,11156,3373.0
12185,10411,20170704,精彩点,06月30日 奔跑吧：收官之战！邓超遇王力宏变迷弟,2017-07-04 21:44:29,2017-07-04 22:06:26,11156,1317.0
12186,10411,20170704,精彩点,大军师司马懿之军师联盟,2017-07-04 22:28:14,2017-07-04 23:12:27,11156,2653.0
12187,10411,20170704,精彩点,大军师司马懿之军师联盟,2017-07-04 23:12:26,2017-07-04 23:27:48,11156,922.0
12188,10411,20170704,精彩点,06月23日 奔跑吧：鹿晗大秀球技,2017-07-04 18:27:02,2017-07-04 20:20:34,11156,6812.0
12189,10411,20170705,精彩点,大军师司马懿之军师联盟,2017-07-04 23:27:47,2017-07-05 00:04:53,11156,2226.0
12190,10411,20170708,精彩点,大军师司马懿之军师联盟,2017-07-08 18:59:38,2017-07-08 19:36:14,11156,2196.0
12191,10411,20170708,精彩点,大军师司马懿之军师联盟,2017-07-08 19:36:19,2017-07-08 20:18:09,11156,2510.0
12192,10411,20170709,精彩点,大军师司马懿之军师联盟,2017-07-09 20:33:33,2017-07-09 21:18:35,11156,2702.0
12193,10411,20170709,精彩点,大军师司马懿之军师联盟,2017-07-09 22:15:52,2017-07-09 22:56:57,11156,2465.0
12194,10411,20170709,精彩点,大军师司马懿之军师联盟,2017-07-09 21:34:40,2017-07-09 22:15:53,11156,2473.0
12195,10411,20170713,精彩点,07月09日 极限挑战 第三季：孙红雷智斗大妈 张艺兴进化小狐狸,2017-07-13 20:49:25,2017-07-13 22:32:51,11156,6206.0
12196,10411,20170715,精彩点,霍比特人：五军之战,2017-07-15 21:03:42,2017-07-15 22:21:36,11156,4674.0
12197,10411,20170715,免费睇,外来媳妇本地郎：搏命执笠,2017-07-15 19:35:45,2017-07-15 20:01:31,11156,1546.0
12199,10411,20170715,免费睇,外来媳妇本地郎：搏命执笠,2017-07-15 19:14:10,2017-07-15 19:35:40,11156,1290.0
12200,10411,20170718,免费睇,都市笑口组：老爸不好骗,2017-07-18 22:06:20,2017-07-18 22:15:37,11156,557.0
12201,10411,20170718,免费睇,都市笑口组：景区陵园,2017-07-18 22:24:18,2017-07-18 22:33:25,11156,547.0
12202,10411,20170718,免费睇,都市笑口组：乌龙衙门荒唐事,2017-07-18 22:15:36,2017-07-18 22:24:19,11156,523.0
12203,10411,20170718,免费睇,都市笑口组：黑吃黑,2017-07-18 21:39:05,2017-07-18 21:48:16,11156,551.0
12204,10411,20170718,热点专题,怪兽电力公司,2017-07-18 21:37:14,2017-07-18 21:39:08,11156,114.0
12205,10411,20170718,免费睇,都市笑口组：名曲大家唱,2017-07-18 21:48:15,2017-07-18 21:57:25,11156,550.0
12206,10411,20170719,免费睇,都市笑口组：无处可逃,2017-07-19 22:44:28,2017-07-19 22:53:44,11156,556.0
12207,10411,20170719,免费睇,外来媳妇本地郎：洋官上任,2017-07-19 20:47:57,2017-07-19 21:34:18,11156,2781.0
12208,10411,20170719,免费睇,外来媳妇本地郎：顾客永远是“错”的,2017-07-19 22:11:12,2017-07-19 22:34:54,11156,1422.0
12209,10411,20170719,免费睇,外来媳妇本地郎：顾客永远是“错”的,2017-07-19 21:34:27,2017-07-19 22:11:06,11156,2199.0
12210,10411,20170719,免费睇,外来媳妇本地郎：洋官上任,2017-07-19 20:20:21,2017-07-19 20:47:58,11156,1657.0
12211,10411,20170722,精彩点,07月09日 极限挑战 第三季：孙红雷智斗大妈 张艺兴进化小狐狸,2017-07-22 21:15:16,2017-07-22 21:32:04,11156,1008.0
12212,10411,20170722,精彩点,07月16日 极限挑战 第三季：沙溢被虐惨叫连连,2017-07-22 21:32:31,2017-07-22 23:21:59,11156,6568.0
12213,10411,20170731,精彩点,超时空男臣,2017-07-31 21:14:42,2017-07-31 21:56:26,11156,2504.0
12214,10411,20170731,精彩点,超时空男臣,2017-07-31 21:56:25,2017-07-31 22:38:00,11156,2495.0
12215,10411,20170731,精彩点,超时空男臣,2017-07-31 22:37:59,2017-07-31 22:43:30,11156,331.0
12216,10411,20170731,精彩点,超时空男臣,2017-07-31 22:43:41,2017-07-31 23:02:33,11156,1132.0
12217,10411,20170731,精彩点,超时空男臣,2017-07-31 23:02:32,2017-07-31 23:38:15,11156,2143.0
12218,10411,20170801,精彩点,超时空男臣,2017-08-01 22:16:52,2017-08-01 22:59:32,11156,2560.0
12219,10411,20170801,精彩点,超时空男臣,2017-08-01 21:04:22,2017-08-01 21:26:07,11156,1305.0
12220,10411,20170801,精彩点,超时空男臣,2017-07-31 23:38:14,2017-08-01 00:23:19,11156,2705.0
12221,10411,20170801,精彩点,超时空男臣,2017-08-01 21:26:05,2017-08-01 22:16:47,11156,3042.0
12222,10411,20170805,免费睇,外来媳妇本地郎：孝心争霸,2017-08-05 21:01:19,2017-08-05 21:23:08,11156,1309.0
12223,10411,20170805,免费睇,外来媳妇本地郎：孝心争霸,2017-08-05 21:23:06,2017-08-05 21:58:16,11156,2110.0
12224,10411,20170812,精彩点,三生三世十里桃花,2017-08-12 18:22:46,2017-08-12 19:27:55,11156,3909.0
12225,10411,20170812,精彩点,三生三世十里桃花,2017-08-12 20:23:59,2017-08-12 21:30:29,11156,3990.0
12226,10411,20170812,精彩点,三生三世十里桃花,2017-08-12 19:42:39,2017-08-12 20:23:51,11156,2472.0
12227,10411,20170812,精彩点,三生三世十里桃花,2017-08-12 19:27:54,2017-08-12 19:41:54,11156,840.0
12228,10411,20170816,免费睇,外来媳妇本地郎：厕所前途,2017-08-16 20:07:25,2017-08-16 20:30:54,11156,1409.0
12229,10411,20170816,免费睇,外来媳妇本地郎：回头三笑,2017-08-16 20:31:02,2017-08-16 20:53:56,11156,1374.0
12230,10411,20170817,精彩点,超时空男臣,2017-08-17 20:44:47,2017-08-17 21:28:57,11156,2650.0
12231,10411,20170817,精彩点,超时空男臣,2017-08-17 20:04:00,2017-08-17 20:44:48,11156,2448.0
12232,10411,20170831,免费睇,外来媳妇本地郎：康婶和她的儿子们,2017-08-31 18:57:19,2017-08-31 19:18:53,11156,1294.0
12233,10411,20170831,免费睇,外来媳妇本地郎：康婶和她的儿子们,2017-08-31 19:18:52,2017-08-31 22:45:52,11156,12420.0
12234,10411,20170904,精彩点,08月27日 极限挑战 第三季：张艺兴雪耻重振皮革厂,2017-09-04 20:35:49,2017-09-04 22:22:21,11156,6392.0
12235,10411,20170904,精彩点,09月03日 极限挑战 第三季：王嘉尔惨遭沙溢套路,2017-09-04 22:25:15,2017-09-04 23:56:16,11156,5461.0
12236,10411,20170905,精彩点,09月03日 极限挑战 第三季：王嘉尔惨遭沙溢套路,2017-09-04 23:56:15,2017-09-05 00:03:51,11156,456.0
12237,10411,20170906,精彩点,长城,2017-09-06 22:31:37,2017-09-06 23:07:57,11156,2180.0
12238,10411,20170906,精彩点,长城,2017-09-06 23:08:00,2017-09-06 23:59:46,11156,3106.0
12241,10411,20170909,免费睇,外来媳妇本地郎：直播吃饭,2017-09-09 21:50:22,2017-09-09 22:12:14,11156,1312.0
12242,10411,20170909,精彩点,08月27日 向上吧诗词：游戏boy三国杀对诗 才女惊艳全场,2017-09-09 19:14:30,2017-09-09 19:16:13,11156,103.0
12243,10411,20170909,免费睇,外来媳妇本地郎：直播吃饭,2017-09-09 22:12:19,2017-09-09 22:35:52,11156,1413.0
12244,10411,20170909,精彩点,08月19日 开心剧乐部：李晨变作战专家,2017-09-09 17:49:27,2017-09-09 19:14:31,11156,5104.0
12245,10411,20170909,精彩点,08月12日 开心剧乐部：沙溢机智上线与王宁上演“捧脸杀”,2017-09-09 15:58:54,2017-09-09 17:49:17,11156,6623.0
12246,10411,20170909,精彩点,极限挑战 第一季番外篇20151005期,2017-09-09 15:57:23,2017-09-09 15:58:55,11156,92.0
12247,10411,20170909,精彩点,09月03日 蒙面唱将猜猜猜 第二季：真假黄晓明难倒猜评团,2017-09-09 19:16:12,2017-09-09 20:32:52,11156,4600.0
12248,10411,20170914,精彩点,09月02日 开心剧乐部：张凯丽“喜当娘”狂收4位儿女,2017-09-14 19:45:20,2017-09-14 20:11:35,11156,1575.0
12249,10411,20170914,精彩点,整容日记,2017-09-14 21:34:27,2017-09-14 22:55:32,11156,4865.0
12250,10411,20170914,精彩点,09月09日 开心剧乐部：潘粤明暴露画家潜质,2017-09-14 20:18:33,2017-09-14 21:32:35,11156,4442.0
12251,10411,20170914,精彩点,09月09日 开心剧乐部：潘粤明暴露画家潜质,2017-09-14 20:11:43,2017-09-14 20:18:34,11156,411.0
12253,10411,20170925,热点专题,禁闭岛,2017-09-25 21:20:45,2017-09-25 22:45:10,11156,5065.0
12254,10411,20170925,精彩点,09月10日 向上吧诗词：游戏boy逆袭获赞,2017-09-25 20:29:39,2017-09-25 21:20:46,11156,3067.0
12256,10412,20170702,精彩点,自然：黑曼巴蛇-夺命之吻,2017-07-02 18:45:19,2017-07-02 19:05:21,10018,1202.0
12257,10412,20170702,精彩点,变形金刚3：月黑之时,2017-07-02 15:29:50,2017-07-02 18:43:55,10018,11645.0
12258,10412,20170706,今日上线,射雕英雄传,2017-07-06 19:59:57,2017-07-06 20:47:55,10018,2878.0
12259,10412,20170708,精彩点,哈利波特2：消失的密室,2017-07-08 12:49:58,2017-07-08 13:53:53,10018,3835.0
12261,10412,20170711,精彩点,迷,2017-07-11 10:39:52,2017-07-11 10:49:18,10018,566.0
12262,10412,20170711,精彩点,迷,2017-07-11 10:11:33,2017-07-11 10:39:54,10018,1701.0
12263,10412,20170712,精彩点,迷,2017-07-12 10:51:06,2017-07-12 11:05:15,10018,849.0
12264,10412,20170715,精彩点,火星情报局 第二季,2017-07-15 14:11:21,2017-07-15 15:07:26,10018,3365.0
12265,10412,20170715,精彩点,变种章鲨,2017-07-15 11:21:11,2017-07-15 11:25:01,10018,230.0
12266,10412,20170715,精彩点,九层妖塔,2017-07-15 11:24:59,2017-07-15 11:28:34,10018,215.0
12268,10412,20170715,精彩点,火星情报局 第二季,2017-07-15 14:08:36,2017-07-15 14:11:23,10018,167.0
12269,10412,20170715,精彩点,101斑点狗2伦敦大冒险,2017-07-15 11:28:32,2017-07-15 12:36:15,10018,4063.0
12271,10412,20170718,热点专题,机动战士钢弹UC,2017-07-18 10:30:53,2017-07-18 10:39:51,10018,538.0
12272,10412,20170718,精彩点,神枪手,2017-07-18 10:39:50,2017-07-18 11:21:54,10018,2524.0
12275,10412,20170722,精彩点,火星情报局 第二季,2017-07-22 15:50:44,2017-07-22 16:42:12,10018,3088.0
12276,10412,20170723,热点专题,冰河世纪2：消融,2017-07-23 11:48:24,2017-07-23 13:00:04,10018,4300.0
12277,10412,20170723,热点专题,冰河世纪3,2017-07-23 13:00:02,2017-07-23 13:44:17,10018,2655.0
12278,10412,20170723,精彩点,射雕英雄传,2017-07-23 11:40:29,2017-07-23 11:42:10,10018,101.0
12279,10412,20170723,精彩点,射雕英雄传,2017-07-23 11:34:53,2017-07-23 11:39:00,10018,247.0
12281,10412,20170723,精彩点,射雕英雄传,2017-07-23 11:42:08,2017-07-23 11:45:20,10018,192.0
12282,10412,20170723,精彩点,射雕英雄传,2017-07-23 11:38:59,2017-07-23 11:40:30,10018,91.0
12284,10412,20170728,精彩点,射雕英雄传,2017-07-28 18:13:46,2017-07-28 18:16:44,10018,178.0
12285,10412,20170728,精彩点,射雕英雄传,2017-07-28 18:05:12,2017-07-28 18:10:08,10018,296.0
12286,10412,20170728,精彩点,射雕英雄传,2017-07-28 17:38:38,2017-07-28 18:05:13,10018,1595.0
12287,10412,20170728,精彩点,射雕英雄传,2017-07-28 18:16:43,2017-07-28 18:20:37,10018,234.0
12288,10412,20170728,精彩点,射雕英雄传,2017-07-28 18:10:07,2017-07-28 18:11:08,10018,61.0
12289,10412,20170728,精彩点,心理追凶,2017-07-28 18:40:08,2017-07-28 18:56:51,10018,1003.0
12290,10412,20170728,精彩点,城寨英雄,2017-07-28 18:20:36,2017-07-28 18:34:46,10018,850.0
12291,10412,20170728,精彩点,心理追凶,2017-07-28 18:35:31,2017-07-28 18:40:09,10018,278.0
12292,10412,20170728,精彩点,射雕英雄传,2017-07-28 18:11:07,2017-07-28 18:13:47,10018,160.0
12293,10412,20170730,精彩点,射雕英雄传,2017-07-30 18:44:19,2017-07-30 19:02:35,10018,1096.0
12294,10412,20170730,精彩点,射雕英雄传,2017-07-30 18:15:06,2017-07-30 18:17:26,10018,140.0
12295,10412,20170730,精彩点,射雕英雄传,2017-07-30 17:58:46,2017-07-30 18:15:07,10018,981.0
12296,10412,20170730,精彩点,射雕英雄传,2017-07-30 18:17:25,2017-07-30 18:29:39,10018,734.0
12297,10412,20170730,精彩点,射雕英雄传,2017-07-30 17:53:46,2017-07-30 17:58:48,10018,302.0
12298,10412,20170730,精彩点,射雕英雄传,2017-07-30 19:02:34,2017-07-30 19:33:18,10018,1844.0
12299,10412,20170730,精彩点,射雕英雄传,2017-07-30 18:29:38,2017-07-30 18:44:20,10018,882.0
12300,10412,20170802,精彩点,明日世界,2017-08-02 11:06:45,2017-08-02 11:09:00,10018,135.0
12301,10412,20170812,精彩点,07月28日 中国新歌声 第二季：周董自曝撩妹套路,2017-08-12 14:16:33,2017-08-12 14:23:00,10018,387.0
12302,10412,20170822,精彩点,超时空男臣,2017-08-21 23:47:45,2017-08-22 00:13:22,10018,1537.0
12303,10412,20170822,精彩点,同盟,2017-08-22 14:16:17,2017-08-22 14:57:53,10018,2496.0
12304,10412,20170822,精彩点,超时空男臣,2017-08-22 00:13:22,2017-08-22 00:39:41,10018,1579.0
12306,10412,20170823,精彩点,超时空男臣,2017-08-23 12:20:04,2017-08-23 13:11:24,10018,3080.0
12307,10412,20170823,精彩点,同盟,2017-08-23 18:52:42,2017-08-23 19:40:39,10018,2877.0
12308,10412,20170823,精彩点,同盟,2017-08-23 16:02:37,2017-08-23 16:45:03,10018,2546.0
12309,10412,20170823,精彩点,同盟,2017-08-23 16:45:02,2017-08-23 17:27:09,10018,2527.0
12310,10412,20170823,精彩点,超时空男臣,2017-08-23 10:54:06,2017-08-23 11:36:14,10018,2528.0
12311,10412,20170823,精彩点,同盟,2017-08-23 18:10:54,2017-08-23 18:52:43,10018,2509.0
12312,10412,20170823,精彩点,同盟,2017-08-23 17:27:09,2017-08-23 18:10:55,10018,2626.0
12313,10412,20170823,精彩点,超时空男臣,2017-08-23 13:55:02,2017-08-23 14:37:41,10018,2559.0
12314,10412,20170823,精彩点,超时空男臣,2017-08-23 11:36:12,2017-08-23 12:20:05,10018,2633.0
12315,10412,20170823,精彩点,同盟,2017-08-23 15:21:07,2017-08-23 16:02:38,10018,2491.0
12317,10412,20170823,精彩点,超时空男臣,2017-08-23 13:11:23,2017-08-23 13:55:03,10018,2620.0
12319,10412,20170827,精彩点,踩过界,2017-08-27 10:25:57,2017-08-27 11:09:21,10018,2604.0
12321,10412,20170827,精彩点,踩过界,2017-08-27 11:09:20,2017-08-27 11:54:01,10018,2681.0
12322,10412,20170829,热点专题,寻龙诀,2017-08-29 13:41:31,2017-08-29 15:08:27,10018,5216.0
12323,10412,20170829,精彩点,奔跑吧兄弟 第二季,2017-08-29 17:15:46,2017-08-29 17:32:08,10018,982.0
12325,10412,20170829,精彩点,奔跑吧兄弟 第二季,2017-08-29 17:32:07,2017-08-29 18:25:36,10018,3209.0
12326,10412,20170829,精彩点,奔跑吧兄弟 第二季,2017-08-29 18:25:46,2017-08-29 18:50:56,10018,1510.0
12327,10412,20170830,精彩点,06月02日 奔跑吧：Baby感动回归,2017-08-30 09:10:54,2017-08-30 09:14:46,10018,232.0
12328,10412,20170902,精彩点,射雕英雄传,2017-09-02 12:30:22,2017-09-02 12:31:41,10018,79.0
12329,10412,20170902,精彩点,射雕英雄传,2017-09-02 13:07:49,2017-09-02 13:12:34,10018,285.0
12330,10412,20170902,精彩点,射雕英雄传,2017-09-02 12:31:40,2017-09-02 12:43:53,10018,733.0
12331,10412,20170902,精彩点,射雕英雄传,2017-09-02 13:12:33,2017-09-02 13:24:27,10018,714.0
12332,10412,20170902,精彩点,射雕英雄传,2017-09-02 12:45:39,2017-09-02 13:00:28,10018,889.0
12333,10412,20170902,精彩点,射雕英雄传,2017-09-02 12:16:27,2017-09-02 12:30:22,10018,835.0
12334,10412,20170902,精彩点,射雕英雄传,2017-09-02 12:43:56,2017-09-02 12:45:41,10018,105.0
12335,10412,20170902,精彩点,射雕英雄传,2017-09-02 13:00:27,2017-09-02 13:07:50,10018,443.0
12336,10412,20170903,热点专题,痞子英雄2黎明升起,2017-09-03 12:05:33,2017-09-03 12:16:27,10018,654.0
12338,10412,20170903,精彩点,城寨英雄,2017-09-03 11:54:25,2017-09-03 12:05:34,10018,669.0
12339,10412,20170908,精彩点,同盟,2017-09-08 11:32:37,2017-09-08 12:12:46,10018,2409.0
12340,10412,20170908,热点专题,钢铁侠3,2017-09-08 10:32:47,2017-09-08 11:14:45,10018,2518.0
12341,10412,20170908,热点专题,钢铁侠3,2017-09-08 11:14:44,2017-09-08 11:19:41,10018,297.0
12342,10412,20170908,精彩点,同盟,2017-09-08 12:12:45,2017-09-08 12:44:32,10018,1907.0
12343,10412,20170908,精彩点,同盟,2017-09-08 11:20:34,2017-09-08 11:32:38,10018,724.0
12347,10412,20170912,精彩点,敢死队3,2017-09-12 19:26:59,2017-09-12 19:38:29,10018,690.0
12349,10412,20170912,精彩点,天空之眼,2017-09-12 19:24:48,2017-09-12 19:27:00,10018,132.0
12351,10412,20170914,热点专题,狮子王,2017-09-14 10:36:28,2017-09-14 11:22:58,10018,2790.0
12352,10412,20170914,热点专题,龙珠Z：复活的弗利萨,2017-09-14 11:22:58,2017-09-14 12:33:54,10018,4256.0
12353,10412,20170914,精彩点,踩过界,2017-09-14 21:52:20,2017-09-14 22:34:34,10018,2534.0
12356,10412,20170915,精彩点,嫁到这世界边端,2017-09-14 23:58:01,2017-09-15 00:16:30,10018,1109.0
12357,10412,20170915,精彩点,嫁到这世界边端,2017-09-15 01:01:17,2017-09-15 01:04:58,10018,221.0
12358,10412,20170915,精彩点,嫁到这世界边端,2017-09-15 00:21:27,2017-09-15 00:39:26,10018,1079.0
12359,10412,20170915,精彩点,嫁到这世界边端,2017-09-15 00:16:29,2017-09-15 00:21:28,10018,299.0
12360,10412,20170915,精彩点,嫁到这世界边端,2017-09-15 00:39:25,2017-09-15 01:01:17,10018,1312.0
12365,10412,20170917,精彩点,暮光之城3：月蚀,2017-09-17 19:15:25,2017-09-17 19:29:53,10018,868.0
12367,10412,20170921,精彩点,哈利波特1：神秘的魔法石,2017-09-21 11:04:12,2017-09-21 11:47:23,10018,2591.0
12368,10412,20170925,精彩点,嫁到这世界边端,2017-09-25 16:48:11,2017-09-25 17:08:26,10018,1215.0
12370,10412,20170925,精彩点,嫁到这世界边端,2017-09-25 17:09:13,2017-09-25 17:28:14,10018,1141.0
12371,10412,20170925,精彩点,嫁到这世界边端,2017-09-25 16:46:54,2017-09-25 16:48:01,10018,67.0
12372,10412,20170926,精彩点,火星情报局 第二季,2017-09-26 13:20:06,2017-09-26 13:43:45,10018,1419.0
12373,10412,20170926,热点专题,冰河世纪3,2017-09-26 12:31:43,2017-09-26 12:37:32,10018,349.0
12374,10412,20170926,热点专题,冰河世纪3,2017-09-26 11:09:09,2017-09-26 11:32:11,10018,1382.0
12376,10412,20170926,热点专题,冰河世纪2：消融,2017-09-26 10:47:51,2017-09-26 11:09:10,10018,1279.0
12378,10412,20170926,精彩点,火星情报局 第二季,2017-09-26 12:50:09,2017-09-26 13:20:07,10018,1798.0
12379,10412,20170926,精彩点,火星情报局 第二季,2017-09-26 12:38:02,2017-09-26 12:50:11,10018,729.0
12380,10412,20170926,精彩点,生化危机3：灭绝,2017-09-26 21:32:29,2017-09-26 21:47:05,10018,876.0
12383,10412,20170927,热点专题,生化危机3：灭绝,2017-09-27 13:41:47,2017-09-27 14:01:15,10018,1168.0
12385,10412,20170927,热点专题,变形金刚2 ,2017-09-27 14:01:13,2017-09-27 14:45:07,10018,2634.0
12386,10412,20170927,热点专题,变形金刚2,2017-09-27 15:00:51,2017-09-27 15:43:58,10018,2587.0
12387,10412,20170927,热点专题,生化危机3：灭绝,2017-09-27 11:08:08,2017-09-27 11:50:56,10018,2568.0
12390,10412,20170927,精彩点,城寨英雄,2017-09-27 10:38:01,2017-09-27 10:57:32,10018,1171.0
12392,10412,20170927,精彩点,城寨英雄,2017-09-27 10:57:31,2017-09-27 10:59:28,10018,117.0
12393,10412,20170927,精彩点,城寨英雄,2017-09-27 10:59:58,2017-09-27 11:01:51,10018,113.0
12394,10412,20170927,精彩点,饥饿游戏,2017-09-27 11:03:22,2017-09-27 11:08:10,10018,288.0
12395,10412,20170927,热点专题,生化危机2：启示录,2017-09-27 16:57:59,2017-09-27 17:40:43,10018,2564.0
12397,10412,20170929,精彩点,使徒行者2,2017-09-29 18:28:10,2017-09-29 19:10:14,10018,2524.0
12398,10412,20170929,精彩点,使徒行者2,2017-09-29 19:48:56,2017-09-29 20:30:18,10018,2482.0
12399,10412,20170929,精彩点,使徒行者2,2017-09-29 16:27:17,2017-09-29 17:10:19,10018,2582.0
12400,10412,20170929,精彩点,使徒行者2,2017-09-29 19:10:24,2017-09-29 19:48:52,10018,2308.0
12401,10412,20170929,精彩点,使徒行者2,2017-09-29 17:10:18,2017-09-29 17:51:58,10018,2500.0
12402,10412,20170929,精彩点,使徒行者2,2017-09-29 16:25:27,2017-09-29 16:27:18,10018,111.0
12403,10412,20170929,精彩点,使徒行者2,2017-09-29 17:51:57,2017-09-29 18:28:11,10018,2174.0
12404,10413,20170701,精彩点,赌城群英会,2017-07-01 01:01:27,2017-07-01 01:37:50,10289,2183.0
12405,10413,20170701,精彩点,赌城群英会,2017-07-01 03:07:56,2017-07-01 20:10:52,10289,61376.0
12406,10413,20170702,精彩点,赌城群英会,2017-07-02 00:01:51,2017-07-02 00:07:55,10289,364.0
